cnpj;razao_social;data_autorizacao;prefixo;descricao_linha;tipo_veiculo;sentido;horario;segunda_feira;terca_feira;quarta_feira;quinta_feira;sexta_feira;sabado;domingo;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;05/11/2019;05-0004-31;VITORIA DA CONQUISTA(BA) - CAMPINAS(SP);SEMI-LEITO;volta;08:15;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;05-0004-61;VITORIA DA CONQUISTA(BA) - CAMPINAS(SP);EXECUTIVO;ida;13:00;;;;;;x;;;;;;;x;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;05-0004-61;VITORIA DA CONQUISTA(BA) - CAMPINAS(SP);EXECUTIVO;volta;10:00;;;x;;;;;;;;;;x;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;05-0005-00;VITORIA DA CONQUISTA(BA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;09:55;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;05-0005-00;VITORIA DA CONQUISTA(BA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;17:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;05-0006-30;VITORIA DA CONQUISTA(BA) - SAO PAULO(SP);SEMI-LEITO;ida;09:55;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;05-0006-30;VITORIA DA CONQUISTA(BA) - SAO PAULO(SP);SEMI-LEITO;volta;17:00;;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;05-0007-00;VITORIA DA CONQUISTA(BA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;06:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;05-0007-00;VITORIA DA CONQUISTA(BA) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;09:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;05/11/2019;05-0007-61;VITORIA DA CONQUISTA(BA) - SAO PAULO(SP);EXECUTIVO;ida;06:00;;;;;x;;;;;;;;x;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;05/11/2019;05-0007-61;VITORIA DA CONQUISTA(BA) - SAO PAULO(SP);EXECUTIVO;volta;09:35;;;;;;x;;;;;;;x;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;28/09/2020;05-0243-00;VITORIA DA CONQUISTA(BA) - OSASCO(SP);CONVEN. C/ SANITÁRIO;ida;14:30;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;28/09/2020;05-0243-00;VITORIA DA CONQUISTA(BA) - OSASCO(SP);CONVEN. C/ SANITÁRIO;volta;15:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;28/09/2020;05-0244-00;VITORIA DA CONQUISTA(BA) - SAO BERNARDO DO CAMPO(SP);CONVEN. C/ SANITÁRIO;ida;14:30;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;28/09/2020;05-0244-00;VITORIA DA CONQUISTA(BA) - SAO BERNARDO DO CAMPO(SP);CONVEN. C/ SANITÁRIO;volta;14:30;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0012-00;PONTE NOVA(MG) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;07:30;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0012-00;PONTE NOVA(MG) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;07:00;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/11/2019;06-0015-31;PONTE NOVA(MG) - SAO PAULO(SP);SEMI-LEITO;ida;18:00;x;x;x;x;x;;x;x;x;x;x;;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/11/2019;06-0015-31;PONTE NOVA(MG) - SAO PAULO(SP);SEMI-LEITO;volta;19:00;x;x;x;x;x;;x;x;x;x;x;;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;13/03/2020;06-0015-41;PONTE NOVA(MG) - SAO PAULO(SP);LEITO COM AR;ida;16:30;;;;;;;x;;;;;;;x;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;13/03/2020;06-0015-41;PONTE NOVA(MG) - SAO PAULO(SP);LEITO COM AR;volta;18:00;;;;;x;;;;;;;;;x;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0015-60;PONTE NOVA(MG) - SAO PAULO(SP);EXECUTIVO;ida;18:00;;;;;;x;;;;;;x;;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0015-60;PONTE NOVA(MG) - SAO PAULO(SP);EXECUTIVO;volta;19:00;;;;;;x;;;;;;x;;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0016-00;VICOSA(MG) - CAMPINAS(SP);CONVEN. C/ SANITÁRIO;ida;07:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0016-00;VICOSA(MG) - CAMPINAS(SP);CONVEN. C/ SANITÁRIO;volta;07:00;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/11/2019;06-0016-31;VICOSA(MG) - CAMPINAS(SP);SEMI-LEITO;ida;19:30;;;;;;;x;x;;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/11/2019;06-0016-31;VICOSA(MG) - CAMPINAS(SP);SEMI-LEITO;volta;19:00;;;;;x;;;x;;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;27/02/2018;06-0016-61;VICOSA(MG) - CAMPINAS(SP);EXECUTIVO;ida;17:30;;;;;;;x;;x;;;;;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;27/02/2018;06-0016-61;VICOSA(MG) - CAMPINAS(SP);EXECUTIVO;volta;20:00;;;;;x;;;;x;;;;;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0017-00;RAUL SOARES(MG) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;18:00;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0017-00;RAUL SOARES(MG) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;20:15;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0018-00;VICOSA(MG) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;17:40;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0018-00;VICOSA(MG) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;20:30;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;17/08/2018;06-0018-31;VICOSA(MG) - SAO PAULO(SP);SEMI-LEITO;ida;21:00;;;;;x;;;;;;;;x;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;17/08/2018;06-0018-31;VICOSA(MG) - SAO PAULO(SP);SEMI-LEITO;volta;18:30;;;;;;;x;;;;;;x;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;;06-0018-41;VICOSA(MG) - SAO PAULO(SP);LEITO COM AR;ida;17:30;;x;;;;;;;;;;;;x;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;;06-0018-41;VICOSA(MG) - SAO PAULO(SP);LEITO COM AR;volta;18:30;x;;;;;;;;;;;;;x;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;17/08/2018;06-0018-61;VICOSA(MG) - SAO PAULO(SP);EXECUTIVO;ida;18:50;;;;;;;x;;x;;;;;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;17/08/2018;06-0018-61;VICOSA(MG) - SAO PAULO(SP);EXECUTIVO;volta;19:30;;;;;x;;;;x;;;;;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/11/2019;06-0019-31;RAUL SOARES(MG) - SAO PAULO(SP);SEMI-LEITO;ida;16:30;;;;;;;x;x;x;;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/11/2019;06-0019-31;RAUL SOARES(MG) - SAO PAULO(SP);SEMI-LEITO;volta;20:15;;;;;x;;;x;x;;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0019-60;RAUL SOARES(MG) - SAO PAULO(SP);EXECUTIVO;ida;16:30;;;;;;;x;;;x;;;;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;06-0019-60;RAUL SOARES(MG) - SAO PAULO(SP);EXECUTIVO;volta;20:15;;;;;x;;;;;x;;;;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;03/03/2018;06-0375-00;VICOSA(MG) - CAMPINAS(SP);CONVEN. C/ SANITÁRIO;ida;19:50;;;;x;;;;x;;;;;;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;03/03/2018;06-0375-00;VICOSA(MG) - CAMPINAS(SP);CONVEN. C/ SANITÁRIO;volta;20:00;;;;;x;;;x;;;;;;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0000-30;PETROPOLIS(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;23:00;;;;;;;x;x;x;x;x;x;;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0000-30;PETROPOLIS(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;23:00;;;;;x;;;x;x;x;x;x;;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0001-00;TERESOPOLIS(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;21:00;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0001-00;TERESOPOLIS(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;22:00;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0002-30;TERESOPOLIS(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;21:00;;;;;x;;x;x;x;x;x;x;;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0002-30;TERESOPOLIS(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;22:00;;;;;x;;x;x;x;x;x;x;;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0003-00;VALENCA(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;22:55;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0003-00;VALENCA(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;23:30;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0004-60;PARAIBA DO SUL(RJ) - SAO PAULO(SP);EXECUTIVO;ida;23:10;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0004-60;PARAIBA DO SUL(RJ) - SAO PAULO(SP);EXECUTIVO;volta;23:30;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0005-00;PETROPOLIS(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;23:00;;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0005-00;PETROPOLIS(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;23:00;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;10/12/2019;07-0005-41;PETROPOLIS(RJ) - SAO PAULO(SP);LEITO COM AR;ida;23:00;;;;;;;x;x;x;x;x;x;;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;10/12/2019;07-0005-41;PETROPOLIS(RJ) - SAO PAULO(SP);LEITO COM AR;volta;23:00;;;;;x;;;x;x;x;x;x;;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0006-00;PARAIBA DO SUL(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;22:20;;x;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0006-00;PARAIBA DO SUL(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;23:30;x;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0007-60;PETROPOLIS(RJ) - SAO PAULO(SP);EXECUTIVO;ida;22:30;;;;;;;x;;;;;;x;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0007-60;PETROPOLIS(RJ) - SAO PAULO(SP);EXECUTIVO;volta;22:00;;;;;x;;;;;;;;x;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0008-60;TERESOPOLIS(RJ) - SAO PAULO(SP);EXECUTIVO;ida;22:00;;;;;;;x;;;;;;x;;;;;;
32.285.454/0001-42;VIAÇÃO SALUTARIS E TURISMO S/A;01/01/2016;07-0008-60;TERESOPOLIS(RJ) - SAO PAULO(SP);EXECUTIVO;volta;22:30;;;;;x;;;;;;;;x;;;;;;
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;05:22;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;05:50;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;06:10;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;06:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;06:20;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;06:35;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;06:45;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;07:05;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;07:10;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;07:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;07:21;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;07:44;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;07:45;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;08:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;08:08;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;08:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;08:31;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;08:45;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;08:50;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;08:52;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;09:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;09:17;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;09:40;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;09:41;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;09:45;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;10:05;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;10:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;10:29;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;10:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;10:45;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;10:53;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;11:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;11:17;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;11:20;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;11:41;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;11:45;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;12:05;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;12:10;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;12:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;12:25;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;12:45;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;12:55;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;13:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;13:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;13:17;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;13:41;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;13:45;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;13:50;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;14:07;x;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x
80.858.053/0001-87;VIACAO SANTA CLARA LTDA.;24/11/1975;09-0646-70;RIO NEGRO(PR) - MAFRA(SC);SEMI-URBANO;ida;14:20;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
